Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_J49480	7	0.12544	0.48281	0.10361	0.72314	0.62923	1	0.28058	1.3478	0.089017	0.7053	0.17771	1	0.30002	1.3719	0.83305	0.97502	0.17008	0.32842	0.17941	0.80963	0.70869	0.94239	0.41815	0.54913
Phatr3_J43697	7	-0.067634	-0.37608	0.21377	0.81497	0.70686	1	0.046945	0.33168	0.98069	0.99817	0.74013	1	0.10484	0.72427	0.64142	0.92648	0.4689	0.62681	0.15047	1.0435	0.64019	0.92061	0.29673	0.42932
Phatr3_J5902	7	0.059356	0.20478	0.44368	0.9071	0.83775	1	-0.16566	-0.72742	0.071782	0.68213	0.46697	1	0.29864	1.2902	0.8373	0.97592	0.19698	0.35777	0.38605	1.678	0.7558	0.95532	0.093346	0.19514
Phatr3_J9855	7	-0.065441	-0.31073	0.22813	0.82781	0.75601	1	-0.16254	-0.94959	0.076095	0.69074	0.34232	1	-0.24081	-1.3372	0.11642	0.65615	0.18114	0.34027	-0.13178	-0.73674	0.1891	0.72031	0.46128	0.58867
Phatr3_Jdraft1647	7	-0.084534	-0.4787	0.12618	0.74348	0.63215	1	-0.041755	-0.30283	0.45786	0.90118	0.76202	1	-0.32428	-2.3049	0.069074	0.59029	0.021175	0.17083	-0.24648	-1.7643	0.10398	0.62189	0.077686	0.17308
Phatr3_J43359	7	0.0023296	0.0087991	0.92357	0.99396	0.99298	1	0.15312	0.72925	0.43293	0.89166	0.46585	1	0.0018607	0.0086209	0.42028	0.86527	0.99312	1	0.1859	0.86679	0.72452	0.9461	0.38606	0.51768
Phatr3_J47706	7	-0.022104	-0.11986	0.623	0.94268	0.90459	1	-0.040784	-0.28061	0.46282	0.90256	0.77901	1	-0.48058	-3.2231	0.022451	0.41501	0.001268	0.053986	-0.4176	-2.822	0.038415	0.48176	0.0047732	0.064156
Phatr3_EG00792	7	-0.022391	-0.11447	0.61986	0.94123	0.90886	1	0.027552	0.16676	0.85692	0.98196	0.86756	1	0.23688	1.261	0.98835	0.9971	0.20731	0.36853	0.12048	0.62234	0.57506	0.90472	0.53372	0.65522
Phatr3_J48497	7	-0.054575	-0.24176	0.30608	0.87334	0.80896	1	-0.13913	-0.75625	0.1166	0.73152	0.4495	1	0.22418	1.162	0.95319	0.98899	0.24523	0.40896	0.3251	1.692	0.91937	0.98977	0.090639	0.19112
Phatr3_J55013	7	-0.02904	-0.12689	0.54666	0.92675	0.89903	1	-0.040453	-0.21944	0.46423	0.90275	0.8263	1	0.37287	1.9408	0.63357	0.92413	0.05228	0.19919	0.46263	2.4157	0.56205	0.90237	0.015704	0.084501
Phatr3_J49109	7	-0.062994	-0.26471	0.24412	0.83329	0.79123	1	0.054004	0.28249	0.97513	0.99817	0.77756	1	0.30165	1.52	0.82872	0.97404	0.12852	0.28269	0.49706	2.521	0.4822	0.87198	0.011702	0.078602
Phatr3_J36104	7	0.086074	0.37973	0.25739	0.84632	0.70415	1	0.076524	0.42447	0.83539	0.97857	0.67122	1	-0.21042	-1.1353	0.13989	0.67299	0.25625	0.42041	-0.035459	-0.19261	0.30018	0.79527	0.84726	0.90208
Phatr3_J41064	7	-0.033394	-0.16401	0.5	0.9154	0.86972	1	-0.080049	-0.46292	0.28743	0.83348	0.64342	1	0.20481	1.0285	0.90033	0.98576	0.3037	0.47109	0.06886	0.33368	0.4708	0.87197	0.73862	0.82387
Phatr3_J45155	7	0.059368	0.20694	0.4436	0.9071	0.83606	1	-0.060616	-0.25788	0.36866	0.86224	0.7965	1	0.52372	2.1013	0.29261	0.8077	0.035618	0.18363	0.65481	2.6392	0.19992	0.73077	0.008311	0.072893
Phatr3_EG02608	7	-0.10372	-0.53143	0.063775	0.65634	0.59512	1	0.10031	0.60642	0.69712	0.95165	0.54423	1	0.18852	1.0018	0.85583	0.97714	0.31644	0.48351	0.14978	0.78135	0.63882	0.9204	0.4346	0.56454
Phatr3_J10677	7	-0.089614	-0.48057	0.107	0.72462	0.63082	1	0.044495	0.29894	0.96546	0.99696	0.76499	1	0.23342	1.5127	0.97872	0.99506	0.13036	0.28465	0.21433	1.3906	0.7936	0.96153	0.16435	0.28382
Phatr3_J48422	7	-0.00051088	-0.0023977	0.88651	0.98951	0.99809	1	0.03854	0.20978	0.92706	0.99233	0.83384	1	0.19228	0.8956	0.86618	0.97762	0.37047	0.53844	0.079417	0.35715	0.49089	0.87383	0.72098	0.81009
Phatr3_J45091	7	0.010243	0.026894	0.97885	0.99614	0.97854	1	0.019676	0.064843	0.80712	0.97142	0.9483	1	0.66921	2.1527	0.10293	0.63344	0.031345	0.18016	0.90745	2.9369	0.024323	0.42293	0.0033147	0.056491
Phatr3_J16991	7	-0.0018618	-0.0067043	0.86884	0.98951	0.99465	1	0.03592	0.16157	0.91093	0.99136	0.87165	1	0.55044	2.4193	0.24714	0.77218	0.015551	0.16321	0.53906	2.3747	0.39199	0.84398	0.017564	0.088191
Phatr3_J32970	7	0.0067048	0.025079	0.97777	0.99614	0.97999	1	-0.18477	-0.85526	0.050117	0.65573	0.39241	1	0.42368	1.8876	0.50496	0.89382	0.059076	0.20454	0.53315	2.3877	0.40415	0.84858	0.016953	0.086499
Phatr3_J49965	7	0.13256	0.58361	0.086543	0.69362	0.55948	1	0.095547	0.53236	0.72411	0.9559	0.59448	1	0.36112	1.9731	0.66494	0.93368	0.048484	0.19551	0.30452	1.667	0.9734	0.99619	0.095521	0.19781
Phatr3_J37399	1	0.063351	0.13469	0.88442	0.98951	0.89286	1	-0.12572	-0.34712	0.62588	0.94436	0.7285	1	0.49568	1.3643	0.45283	0.87295	0.17248	0.33128	0.4731	1.306	0.53437	0.89421	0.19155	0.31463
Phatr3_EG01078	7	0.0056216	0.026666	0.96441	0.996	0.97873	1	-0.18892	-1.0723	0.045988	0.65573	0.28359	1	0.087106	0.47025	0.59936	0.91676	0.63818	0.76489	0.43602	2.3805	0.62844	0.91964	0.017289	0.087423
Phatr3_J43279	7	-0.060396	-0.32253	0.26215	0.84997	0.74705	1	-0.044379	-0.30047	0.44477	0.89606	0.76382	1	-0.092296	-0.60754	0.26869	0.78763	0.5435	0.6891	-0.13412	-0.88651	0.18693	0.71977	0.37534	0.50767
Phatr3_EG00287	7	-0.059942	-0.28446	0.26536	0.85352	0.77606	1	0.20611	1.185	0.23985	0.80499	0.23602	1	0.27618	1.4866	0.8993	0.98574	0.13713	0.29266	0.26572	1.4216	0.92501	0.9901	0.15514	0.27304
Phatr3_J432	7	-0.099791	-0.56812	0.074156	0.67979	0.56995	1	-0.11686	-0.83955	0.16946	0.77293	0.40116	1	-0.2369	-1.6455	0.11939	0.65911	0.099876	0.25251	-0.26235	-1.8309	0.095052	0.60393	0.06711	0.15874
Phatr3_J31906	7	0.070895	0.25201	0.35542	0.8892	0.80103	1	0.16114	0.70881	0.3997	0.87727	0.47844	1	0.41859	1.7537	0.51747	0.8957	0.079486	0.22774	0.46267	1.9362	0.56199	0.90237	0.052844	0.13919
Phatr3_J47184	7	-0.041834	-0.19445	0.41585	0.90526	0.84583	1	-0.13516	-0.78216	0.12541	0.74057	0.43412	1	-0.14916	-0.83068	0.19833	0.73859	0.40615	0.57228	-0.042131	-0.23613	0.29151	0.79113	0.81333	0.87854
Phatr3_J46203	7	-0.026635	-0.11521	0.57243	0.93405	0.90828	1	0.041995	0.22757	0.94936	0.99415	0.81998	1	0.28142	1.4694	0.88497	0.9826	0.14171	0.29765	0.35791	1.8736	0.83111	0.96909	0.06098	0.15077
Phatr3_J15555	654	0	0	0.0011535	0.099281	1	1	0	0	0.00085256	0.073913	1	1	0	0	0.00038449	0.038017	1	1	0	0	0.00031762	0.029457	1	1
Phatr3_J45196	7	0.010508	0.052834	0.97543	0.996	0.95786	1	-0.17292	-1.0991	0.062019	0.65897	0.27174	1	-0.56373	-3.4898	0.011769	0.34101	0.00048336	0.027937	-0.66206	-4.1306	0.0072551	0.26205	3.6174e-05	0.0029046
Phatr3_J39906	7	-0.023748	-0.091684	0.60403	0.93572	0.92695	1	0.095854	0.46352	0.72242	0.95556	0.643	1	0.50309	2.3611	0.33118	0.82955	0.018219	0.16822	0.49445	2.3185	0.48808	0.87337	0.020425	0.092779
Phatr3_J16210	7	-0.063419	-0.15525	0.24127	0.8327	0.87663	1	0.1457	0.43574	0.46647	0.90431	0.66303	1	0.8087	2.3518	0.028385	0.44921	0.018682	0.16849	0.86026	2.5033	0.03773	0.47717	0.012304	0.080179
Phatr3_J31942	7	-0.098679	-0.43019	0.0777	0.68462	0.66706	1	-0.012423	-0.06813	0.617	0.94358	0.94568	1	0.058386	0.31033	0.5347	0.89789	0.75631	0.85158	0.15228	0.81427	0.64427	0.92274	0.41549	0.54728
Phatr3_J45749	7	-0.11088	-0.47982	0.049198	0.63996	0.63136	1	-0.071264	-0.384	0.32163	0.84775	0.70098	1	0.15909	0.81965	0.77655	0.95962	0.41242	0.57825	0.33881	1.7571	0.88211	0.98187	0.078893	0.17476
Phatr3_J45377	7	-0.001349	-0.0063297	0.87526	0.98951	0.99495	1	0.015129	0.089168	0.77884	0.96503	0.92895	1	0.17148	0.9835	0.80941	0.97036	0.32536	0.49292	0.12586	0.72436	0.58592	0.90744	0.46885	0.59597
Phatr3_J47192	7	-0.10845	-0.67502	0.05331	0.63996	0.49966	1	-0.13166	-1.0501	0.13307	0.74162	0.29368	1	-0.19723	-1.544	0.15052	0.68445	0.12258	0.27666	-0.33258	-2.6174	0.063741	0.55029	0.0088597	0.073828
Phatr3_J5738	7	-0.031318	-0.14599	0.52232	0.91735	0.88393	1	-0.085565	-0.50311	0.26782	0.82148	0.61489	1	-0.41676	-2.3904	0.036426	0.5037	0.01683	0.16552	0.0025378	0.014699	0.3554	0.8278	0.98827	1
Phatr3_J49839	7	-0.030793	-0.13041	0.52795	0.92087	0.89624	1	0.26247	1.4109	0.11463	0.73152	0.15826	1	0.27657	1.4586	0.89796	0.98525	0.14468	0.30083	0.3459	1.8311	0.86372	0.97823	0.067093	0.15873
Phatr3_J43322	7	-0.032818	-0.16852	0.50582	0.9154	0.86617	1	-0.20899	-1.3542	0.029906	0.60601	0.17566	1	0.10537	0.66172	0.64268	0.92677	0.50815	0.66053	-0.030238	-0.1901	0.30776	0.80135	0.84923	0.90321
Phatr3_EG01719	7	0.07993	0.19136	0.2944	0.8698	0.84824	1	0.33672	1.0092	0.03666	0.64541	0.31286	1	0.45176	1.3214	0.43923	0.86869	0.18638	0.34582	0.60268	1.7696	0.27608	0.78398	0.076795	0.17183
Phatr3_EG01733	7	0.0062967	0.024292	0.97265	0.996	0.98062	1	-0.075603	-0.35068	0.30491	0.84326	0.72583	1	0.5413	2.3404	0.26239	0.7849	0.019263	0.16983	0.60953	2.6344	0.26546	0.77929	0.0084287	0.073144
Phatr3_J37667	7	-0.0021041	-0.010857	0.86586	0.98951	0.99134	1	-0.10498	-0.68889	0.20368	0.78915	0.49089	1	0.10353	0.66558	0.6386	0.9262	0.50568	0.65832	0.15788	1.0205	0.65734	0.92626	0.30751	0.43988
Phatr3_J38369	7	-0.013223	-0.055438	0.72855	0.96378	0.95579	1	-0.15934	-0.85302	0.080909	0.69641	0.39365	1	0.06946	0.36492	0.55951	0.90717	0.71517	0.82233	0.069298	0.36601	0.47151	0.87197	0.71436	0.80532
Phatr3_J38299	7	-0.14381	-0.77899	0.011702	0.40172	0.43599	1	0.035719	0.24145	0.9099	0.99128	0.80921	1	-0.026622	-0.17368	0.37036	0.84709	0.86212	0.92315	0.32475	2.1405	0.92029	0.98977	0.032315	0.11046
Phatr3_J5175	7	-0.0025371	-0.01001	0.86065	0.98951	0.99201	1	-0.087636	-0.42827	0.26053	0.81698	0.66846	1	0.20879	0.97238	0.91075	0.98766	0.33086	0.49817	0.26646	1.2438	0.92686	0.9901	0.21357	0.33871
Phatr3_J44592	7	-0.045547	-0.1911	0.38139	0.89283	0.84845	1	-0.0092759	-0.048337	0.63447	0.94436	0.96145	1	0.14141	0.7124	0.73124	0.94654	0.47621	0.63284	0.32818	1.6653	0.91108	0.98839	0.095858	0.19811
Phatr3_J42793	7	-0.0047047	-0.02516	0.83238	0.98425	0.97993	1	-0.014607	-0.096556	0.60398	0.93914	0.92308	1	-0.19116	-1.1491	0.15612	0.68826	0.2505	0.41406	-0.34444	-2.0323	0.059027	0.53703	0.042128	0.12423
Phatr3_J11441	454	0	0	0.0011535	0.099281	1	1	0	0	0.00085256	0.073913	1	1	0	0	0.00038449	0.038017	1	1	0	0	0.00031762	0.029457	1	1
Phatr3_J40199	7	0.1061	0.46438	0.16342	0.7716	0.64237	1	-0.030112	-0.16535	0.5173	0.92096	0.86867	1	-0.016052	-0.085403	0.38842	0.85322	0.93194	0.96719	0.043633	0.23347	0.42464	0.85665	0.8154	0.87998
Phatr3_J51058	7	-0.072171	-0.36056	0.18639	0.79367	0.71843	1	-0.072885	-0.44634	0.3154	0.84571	0.65535	1	-0.39195	-2.2823	0.042762	0.52439	0.022473	0.17201	-0.43019	-2.5174	0.03564	0.46754	0.011822	0.079102
Phatr3_J30660	98	0	0	0.0011535	0.099281	1	1	0	0	0.00085256	0.073913	1	1	0	0	0.00038449	0.038017	1	1	0	0	0.00031762	0.029457	1	1
Phatr3_J21988	7	0.049651	0.16089	0.53047	0.92159	0.87218	1	0.12356	0.50854	0.57426	0.93151	0.61108	1	0.53888	2.1841	0.2663	0.78763	0.028959	0.1774	0.4859	1.9724	0.50771	0.8828	0.048562	0.13329
Phatr3_J49650	7	-0.021585	-0.098419	0.62924	0.9438	0.9216	1	-0.15033	-0.8451	0.095771	0.71308	0.39806	1	0.077887	0.40951	0.57808	0.91101	0.68216	0.79818	0.0018846	0.0098516	0.35445	0.82711	0.99214	1
Phatr3_EG02401	7	-0.045892	-0.19973	0.37875	0.89283	0.84169	1	0.096119	0.5258	0.72105	0.95489	0.59902	1	0.28874	1.5355	0.86414	0.97714	0.12465	0.27893	0.38377	2.0488	0.76165	0.95639	0.040478	0.12229
Phatr3_J47788	7	-0.02834	-0.12329	0.5541	0.92989	0.90188	1	0.16249	0.89179	0.39402	0.87392	0.37251	1	0.25329	1.3609	0.96419	0.99265	0.17354	0.33213	0.44223	2.3894	0.61299	0.91763	0.016877	0.086287
Phatr3_J20740	7	-0.013375	-0.040709	0.72681	0.96378	0.96753	1	0.19013	0.72482	0.29114	0.8347	0.46856	1	0.49013	1.8246	0.357	0.83965	0.068062	0.21378	0.53766	2.0046	0.39475	0.84586	0.045002	0.1288
Phatr3_J49187	7	-0.0019743	-0.0084493	0.86755	0.98951	0.99326	1	-0.089164	-0.43883	0.25446	0.81314	0.66079	1	0.059176	0.25343	0.53636	0.89789	0.79994	0.8824	-0.050332	-0.21026	0.28114	0.78665	0.83347	0.89287
Phatr3_J32071	7	-0.025498	-0.14328	0.58514	0.93416	0.88607	1	-0.073361	-0.52985	0.31346	0.84571	0.59622	1	0.14963	1.0689	0.75236	0.95422	0.28512	0.4514	0.2195	1.5782	0.80597	0.96318	0.11451	0.22239
Phatr3_J31465	7	-0.080352	-0.35229	0.14465	0.75918	0.72462	1	-0.093081	-0.508	0.24089	0.80548	0.61145	1	0.37483	1.9647	0.6287	0.92192	0.049454	0.19716	0.37002	1.9399	0.79883	0.96294	0.052394	0.13866
Phatr3_J47912	7	-0.06844	-0.34513	0.20889	0.8141	0.73	1	0.16452	1.0246	0.38536	0.87087	0.30554	1	0.1767	1.0175	0.82369	0.9739	0.30891	0.47539	0.31807	1.843	0.93768	0.99032	0.065322	0.15625
Phatr3_EG01818	7	0.0079449	0.02915	0.99296	0.99839	0.97674	1	0.10257	0.47016	0.68502	0.95165	0.63824	1	0.33559	1.4931	0.73439	0.94873	0.13542	0.29051	0.50861	2.2758	0.4564	0.86611	0.022861	0.096463
Phatr3_J50156	7	-0.1015	-0.55675	0.069509	0.66994	0.5777	1	-0.027513	-0.19017	0.53113	0.92208	0.84918	1	-0.070386	-0.47204	0.30065	0.81122	0.6369	0.76382	-0.042127	-0.28414	0.29151	0.79113	0.7763	0.85232
Phatr3_EG02125	7	-0.043185	-0.19756	0.40283	0.9023	0.84339	1	0.18594	1.0659	0.3048	0.84326	0.28646	1	0.04651	0.25919	0.50906	0.89408	0.79549	0.8796	-0.042523	-0.23768	0.29109	0.79113	0.81213	0.87758
Phatr3_J39526	122	0	0	0.0011535	0.099281	1	1	0	0	0.00085256	0.073913	1	1	0	0	0.00038449	0.038017	1	1	0	0	0.00031762	0.029457	1	1
Phatr3_EG01803	7	-0.062387	-0.33705	0.24801	0.83579	0.73608	1	-0.2216	-1.5233	0.022166	0.54907	0.12768	1	-0.50984	-3.4218	0.017971	0.38917	0.00062213	0.033377	-0.48691	-3.2938	0.024189	0.42293	0.00098832	0.031074
Phatr3_J49450	7	-0.036092	-0.14689	0.4724	0.90853	0.88322	1	0.080446	0.40224	0.81214	0.97271	0.68751	1	0.13245	0.63271	0.70856	0.94406	0.52692	0.67527	0.17631	0.84465	0.70079	0.93884	0.39831	0.52999
Phatr3_J48694	7	-0.001043	-0.0061203	0.87912	0.98951	0.99512	1	-0.027265	-0.20132	0.53255	0.92257	0.84045	1	0.10941	0.78351	0.65182	0.9293	0.43333	0.59536	0.22104	1.5909	0.80985	0.96352	0.11163	0.21889
Phatr3_J47150	7	0.00016801	0.00081195	0.89529	0.98994	0.99935	1	-0.13938	-0.84136	0.11615	0.73152	0.40015	1	0.26028	1.5233	0.94437	0.98833	0.12769	0.28222	0.37846	2.2272	0.77683	0.95865	0.025933	0.10073
Phatr3_J42963	7	-0.039588	-0.067854	0.4385	0.9071	0.9459	1	0.32093	0.66331	0.047392	0.65573	0.50713	1	0.91112	1.8316	0.009562	0.32451	0.067016	0.21279	1.0582	2.1359	0.0046807	0.22443	0.032686	0.111
Phatr3_J47619	7	-0.02655	-0.11167	0.57335	0.93405	0.91108	1	-0.10045	-0.51872	0.21708	0.79511	0.60396	1	0.0014182	0.006817	0.41949	0.86515	0.99456	1	0.27435	1.3358	0.94848	0.9932	0.18161	0.30412
Phatr3_J7195	7	-0.083074	-0.43763	0.13216	0.74912	0.66165	1	-0.065624	-0.43506	0.34641	0.85348	0.66352	1	-0.38103	-2.4408	0.046289	0.53858	0.014654	0.15996	-0.19602	-1.2663	0.13713	0.67045	0.20542	0.33024
Phatr3_J50535	7	0.043871	0.11414	0.58815	0.93532	0.90913	1	0.19031	0.62275	0.29045	0.83393	0.53345	1	0.62185	2.0049	0.14903	0.6821	0.044976	0.19201	0.68301	2.2092	0.16508	0.70427	0.027157	0.10259
Phatr3_J37608	7	0.055105	0.30223	0.47954	0.91058	0.76248	1	0.14564	1.024	0.46673	0.90458	0.30586	1	0.080241	0.55491	0.58395	0.91333	0.57896	0.71719	-0.10071	-0.69797	0.22128	0.75157	0.4852	0.61122
Phatr3_J50326	7	-0.038217	-0.17122	0.4516	0.9071	0.86405	1	-0.19435	-1.0603	0.041057	0.64849	0.28902	1	-0.90602	-4.6603	0.00048479	0.045312	3.1576e-06	0.0012061	-0.86198	-4.4704	0.001237	0.093082	7.8091e-06	0.00092503
Phatr3_J34324	7	0.010912	0.041986	0.97054	0.996	0.96651	1	-0.1022	-0.47563	0.21157	0.79137	0.63434	1	0.48279	2.1021	0.37237	0.84769	0.035547	0.18363	0.49716	2.156	0.48206	0.87198	0.031083	0.10857
Phatr3_J55198	7	-0.016671	-0.060458	0.68616	0.95467	0.95179	1	-0.027079	-0.12263	0.53337	0.92257	0.9024	1	0.62022	2.7427	0.15089	0.68461	0.0060931	0.12262	0.63288	2.8038	0.2292	0.75522	0.00505	0.065317
Phatr3_J11402	7	-0.071043	-0.41165	0.19295	0.8027	0.6806	1	-0.19608	-1.4502	0.039535	0.64706	0.14699	1	-0.41127	-2.9763	0.037446	0.50478	0.0029172	0.086202	-0.71082	-5.1753	0.0052156	0.22764	2.2751e-07	6.4807e-05
Phatr3_J3046	7	-0.020265	-0.085731	0.64475	0.94655	0.93168	1	0.06485	0.3427	0.90769	0.99055	0.73183	1	0.39016	1.9904	0.58788	0.91333	0.046548	0.19347	0.192	0.972	0.73887	0.95076	0.33105	0.46525
Phatr3_J49299	7	0.013253	0.060994	0.94151	0.99416	0.95136	1	-0.14409	-0.84202	0.1069	0.72585	0.39978	1	0.21029	1.2004	0.91523	0.98776	0.22998	0.39282	0.42186	2.4245	0.66408	0.92783	0.01533	0.083621
Phatr3_J38057	7	-0.075384	-0.33752	0.16887	0.77795	0.73572	1	0.21612	1.232	0.21287	0.79254	0.21796	1	0.39042	2.1881	0.58713	0.91333	0.028666	0.1774	0.33003	1.8515	0.90538	0.98722	0.0641	0.15459
Phatr3_J46854	7	-0.0085559	-0.037832	0.78495	0.97536	0.96982	1	-0.13313	-0.74722	0.12962	0.7409	0.45493	1	-0.49113	-2.6896	0.020779	0.41124	0.0071547	0.13068	-0.21586	-1.1934	0.12347	0.64535	0.23271	0.35999
Phatr3_Jdraft1617	7	-0.0083365	-0.031926	0.78753	0.97557	0.97453	1	0.18806	0.89006	0.29773	0.8386	0.37343	1	0.28703	1.2797	0.86942	0.97784	0.20066	0.36151	0.28497	1.265	0.97586	0.99619	0.20587	0.33078
Phatr3_J43146	7	0.0016692	0.0074055	0.91486	0.99352	0.99409	1	-0.024805	-0.13868	0.54692	0.9263	0.8897	1	0.33671	1.839	0.73109	0.94654	0.06592	0.21178	0.29845	1.6354	0.9891	0.99807	0.10197	0.20624
Phatr3_J40264	7	-0.08106	-0.28597	0.14111	0.7569	0.7749	1	0.2213	0.98568	0.19916	0.7885	0.32429	1	0.44736	1.9573	0.44863	0.8728	0.050316	0.19806	0.41879	1.8356	0.67197	0.92888	0.066423	0.15783
Phatr3_J45741	7	-0.024129	-0.11715	0.59987	0.93571	0.90674	1	-0.19766	-1.1904	0.038382	0.64603	0.23388	1	0.20592	1.1839	0.90354	0.98653	0.23646	0.39963	0.41587	2.4088	0.67934	0.93158	0.016005	0.08484
Phatr3_J35966	7	-0.13324	-0.58828	0.019174	0.48809	0.55635	1	-0.12271	-0.68768	0.15426	0.75864	0.49166	1	-0.18054	-0.98726	0.16596	0.69919	0.32352	0.49119	-0.17382	-0.95655	0.15349	0.68699	0.33879	0.47278
Phatr3_J44438	7	-0.0094581	-0.040116	0.77422	0.97352	0.968	1	0.0059758	0.031363	0.72312	0.9559	0.97498	1	0.39518	1.976	0.57553	0.9098	0.048155	0.1949	0.42244	2.1103	0.66267	0.9275	0.034835	0.11346
Phatr3_J36284	7	0.01165	0.055734	0.96142	0.996	0.95555	1	-0.1345	-0.80914	0.1268	0.7409	0.41844	1	-0.74837	-4.3252	0.0023905	0.15889	1.5238e-05	0.0029404	-1.0142	-5.8934	0.00035105	0.031818	3.7838e-09	3.7724e-06
Phatr3_J42868	7	-0.067705	-0.32094	0.21346	0.81493	0.74826	1	0.065208	0.3798	0.9055	0.99038	0.70409	1	0.2291	1.2503	0.96692	0.99349	0.2112	0.37271	0.053279	0.28575	0.44166	0.86483	0.77507	0.85104
Phatr3_J45215	7	0.1024	0.40914	0.17787	0.78518	0.68243	1	-0.05585	-0.28416	0.38985	0.872	0.77629	1	0.39005	1.9518	0.58815	0.91333	0.050965	0.19819	0.32881	1.6505	0.90919	0.98831	0.098838	0.20189
Phatr3_EG02664	7	-0.09764	-0.61359	0.080859	0.69362	0.53949	1	-0.084249	-0.65623	0.27247	0.82409	0.51168	1	0.11511	0.84528	0.66627	0.93461	0.39795	0.56488	0.059715	0.43654	0.45333	0.86561	0.66245	0.76486
Phatr3_J41886	7	0.032018	0.11812	0.71734	0.96284	0.90597	1	0.072085	0.33148	0.86321	0.98317	0.74028	1	0.52831	2.3496	0.28482	0.80217	0.018794	0.16853	0.48685	2.1613	0.50562	0.8826	0.030672	0.10802
Phatr3_J36403	7	-0.067993	-0.31596	0.21163	0.81473	0.75203	1	-0.16074	-0.92272	0.07887	0.69641	0.35616	1	0.064106	0.3474	0.54716	0.90123	0.72829	0.83054	0.13394	0.72875	0.60356	0.91521	0.46616	0.5935
Phatr3_J18524	7	-0.08437	-0.45622	0.12683	0.74382	0.64823	1	-0.13281	-0.8887	0.13037	0.7409	0.37416	1	-0.25514	-1.6356	0.10675	0.63852	0.10192	0.2549	-0.35314	-2.2716	0.056286	0.5316	0.023112	0.09676
Phatr3_J12265	7	0.0086588	0.031406	0.99833	0.99925	0.97495	1	0.066402	0.30535	0.89819	0.98959	0.7601	1	0.43816	1.9679	0.46996	0.88105	0.049085	0.1966	0.45656	2.0536	0.57696	0.90472	0.040013	0.12178
Phatr3_J43746	7	0.0030051	0.009673	0.9326	0.99412	0.99228	1	0.03926	0.15536	0.93148	0.99233	0.87654	1	0.67191	2.5911	0.10035	0.63131	0.0095679	0.14322	0.62588	2.4114	0.2393	0.76167	0.015891	0.084623
Phatr3_J46501	7	-0.035583	-0.12113	0.47773	0.90903	0.90359	1	0.17545	0.74453	0.34333	0.85333	0.45656	1	0.20707	0.8462	0.90649	0.98717	0.39744	0.56446	0.43547	1.7941	0.62967	0.91972	0.0728	0.16639
Phatr3_J33756	7	-0.021869	-0.10291	0.62536	0.94268	0.91803	1	-0.21762	-1.3073	0.02429	0.55955	0.1911	1	0.10874	0.64254	0.65022	0.92885	0.52052	0.66991	0.15702	0.93384	0.65527	0.92626	0.35038	0.48418
Phatr3_J52135	7	-0.046651	-0.14596	0.37223	0.89195	0.88395	1	0.072149	0.27918	0.86277	0.98317	0.78011	1	0.68521	2.5862	0.090923	0.62254	0.0097038	0.14381	0.79985	3.0281	0.066617	0.55596	0.0024606	0.051351
Phatr3_J12161	7	0.043512	0.28484	0.59231	0.93571	0.77577	1	0.056144	0.47064	0.96163	0.9967	0.6379	1	0.015325	0.12608	0.44565	0.8717	0.89967	0.94809	0.019348	0.15981	0.38248	0.84211	0.87303	0.91977
Phatr3_J54686	7	-0.11546	-0.48301	0.040956	0.62076	0.62909	1	0.076631	0.4	0.83469	0.97832	0.68916	1	0.33489	1.6965	0.73621	0.95016	0.089792	0.24001	0.25794	1.3073	0.90475	0.98722	0.19111	0.31429
Phatr3_J38020	7	0.0085118	0.031427	0.99998	0.99998	0.97493	1	0.0051828	0.023852	0.71871	0.95489	0.98097	1	0.49368	2.2031	0.34947	0.83737	0.027586	0.17716	0.5505	2.4612	0.36916	0.83635	0.013848	0.081776
Phatr3_J44316	7	-0.037102	-0.17563	0.46282	0.9071	0.86058	1	-0.34785	-2.0599	0.00063524	0.073913	0.039405	1	-0.15171	-0.87276	0.1955	0.73537	0.38279	0.55078	-0.024837	-0.14396	0.3152	0.80671	0.88553	0.92901
Phatr3_J18241	7	-0.091573	-0.46183	0.10002	0.71966	0.6442	1	-0.009667	-0.061483	0.6322	0.94436	0.95097	1	-0.15889	-0.97597	0.18795	0.72478	0.32908	0.49658	-0.26783	-1.6502	0.092227	0.59989	0.098904	0.20196
Phatr3_J36142	7	-0.049635	-0.23109	0.34676	0.88385	0.81724	1	-0.065787	-0.37083	0.34584	0.85348	0.71077	1	0.05651	0.29432	0.53044	0.89789	0.76851	0.85982	0.18904	0.99014	0.73173	0.94872	0.32211	0.45537
