Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_EG02154	7	0.011472	0.046679	0.96369	0.996	0.96277	1	-0.029415	-0.14777	0.52108	0.92168	0.88252	1	0.18322	0.88136	0.84183	0.97651	0.37812	0.54636	0.071577	0.34375	0.47593	0.87197	0.73104	0.81851
Phatr3_EG00198	7	-0.047833	-0.2024	0.36255	0.89066	0.83961	1	-0.04226	-0.22525	0.45528	0.90118	0.82178	1	0.2818	1.4627	0.88415	0.9826	0.14356	0.29964	0.49576	2.5917	0.48539	0.87234	0.0095506	0.074252
Phatr3_J50594	7	-0.096227	-0.53415	0.085139	0.69362	0.59324	1	-0.18283	-1.2915	0.052156	0.65573	0.19652	1	0.00021374	0.0014802	0.41697	0.86347	0.99882	1	-0.050005	-0.34827	0.28173	0.78665	0.72763	0.81634
Phatr3_J34868	7	-0.012253	-0.047457	0.74042	0.96455	0.96215	1	-0.18746	-0.88906	0.047375	0.65573	0.37397	1	0.28287	1.3024	0.88093	0.98153	0.19277	0.35277	0.31661	1.4655	0.94166	0.99152	0.14278	0.25812
Phatr3_J40277	7	0.060924	0.23391	0.43143	0.9071	0.81506	1	0.2969	1.4525	0.070227	0.67945	0.14635	1	0.27725	1.3282	0.8961	0.98461	0.18411	0.34336	0.26152	1.2544	0.91406	0.9887	0.20969	0.33453
Phatr3_J11785	7	-0.12243	-0.54036	0.03111	0.57888	0.58895	1	-0.02977	-0.16559	0.51931	0.92118	0.86848	1	-0.3211	-1.7359	0.070461	0.59188	0.082589	0.23176	-0.54662	-2.9693	0.016065	0.35638	0.0029843	0.054761
Phatr3_J45168	7	-0.20071	-0.91037	0.00060181	0.099281	0.36263	1	0.046166	0.26362	0.97563	0.99817	0.79207	1	0.013612	0.075259	0.44236	0.87099	0.94001	0.97281	0.052361	0.29086	0.44012	0.86434	0.77116	0.84822
Phatr3_J18303	7	0.011942	0.06221	0.95796	0.996	0.9504	1	0.10437	0.68963	0.67484	0.95026	0.49043	1	0.15416	1.0012	0.76399	0.9565	0.31674	0.48377	0.18173	1.187	0.71434	0.94303	0.23522	0.36284
Phatr3_J48493	7	0.097651	0.29925	0.19806	0.80373	0.76475	1	0.12344	0.47948	0.57479	0.93151	0.6316	1	0.48897	1.8681	0.3597	0.84149	0.061751	0.20758	0.54434	2.0855	0.38156	0.842	0.037022	0.11694
Phatr3_J34457	7	-0.054606	-0.24816	0.30582	0.87334	0.80401	1	-0.12447	-0.70346	0.14973	0.75523	0.48177	1	-0.47557	-2.5973	0.02332	0.41575	0.0093968	0.1422	-0.54233	-2.9823	0.016483	0.36051	0.002861	0.054488
Phatr3_EG00696	7	-0.10079	-0.39262	0.071331	0.67228	0.6946	1	0.18315	0.85077	0.3151	0.84571	0.3949	1	0.41564	1.8363	0.52466	0.89633	0.066314	0.21255	0.54626	2.4207	0.37763	0.84085	0.015491	0.083961
Phatr3_J48377	7	-0.0799	-0.38189	0.14699	0.75988	0.70255	1	-0.0073141	-0.044383	0.646	0.94783	0.9646	1	-0.569	-3.3638	0.011317	0.33432	0.00076865	0.037667	-0.52952	-3.1558	0.018288	0.38252	0.0016008	0.041364
Phatr3_J10544	7	0.079136	0.35003	0.29978	0.87271	0.72631	1	-0.070538	-0.37478	0.32477	0.84873	0.70782	1	0.089235	0.41978	0.60423	0.91832	0.67465	0.79272	0.13453	0.62972	0.60485	0.91545	0.52888	0.65118
Phatr3_J49588	7	0.11228	0.25394	0.14061	0.75649	0.79954	1	0.10267	0.29819	0.68434	0.95165	0.76556	1	0.69173	1.9942	0.085757	0.61035	0.046133	0.19328	0.66482	1.9242	0.18678	0.71977	0.054326	0.1412
Phatr3_J43473	7	-0.02985	-0.064793	0.53818	0.92423	0.94834	1	0.25415	0.69001	0.12895	0.7409	0.49019	1	0.7595	2.0307	0.046657	0.54029	0.042286	0.18991	0.78555	2.1054	0.075894	0.57468	0.035254	0.11387
Phatr3_J47027	7	-0.056498	-0.30919	0.29124	0.86741	0.75718	1	-0.20749	-1.435	0.030792	0.60993	0.15129	1	-0.38731	-2.6125	0.044266	0.52854	0.0089873	0.14092	-0.51964	-3.5294	0.019575	0.39295	0.00041658	0.017245
Phatr3_J33977	7	0.016347	0.093407	0.90502	0.99163	0.92558	1	0.0033907	0.02489	0.70807	0.95345	0.98014	1	-0.19778	-1.4302	0.1502	0.68368	0.15265	0.30917	-0.43433	-3.1571	0.034453	0.46145	0.0015935	0.041364
Phatr3_EG00319	7	0.13852	0.37858	0.074975	0.67994	0.705	1	0.30762	1.0738	0.05876	0.65573	0.28293	1	0.38871	1.3392	0.59186	0.91484	0.18051	0.33959	0.40048	1.3839	0.71762	0.9442	0.16638	0.286
Phatr3_J35813	7	-0.012293	-0.062614	0.73989	0.96455	0.95007	1	0.15153	0.95631	0.43975	0.89292	0.33891	1	0.056368	0.34168	0.53011	0.89789	0.73259	0.8341	-0.082584	-0.49931	0.24168	0.76211	0.61756	0.728
Phatr3_J49911	7	-0.027394	-0.070816	0.56403	0.9329	0.94354	1	0.35157	1.1222	0.028653	0.59721	0.26176	1	0.60195	1.8781	0.17312	0.70956	0.060368	0.20563	0.62844	1.9616	0.23574	0.76115	0.049807	0.13491
Phatr3_J50071	7	-0.020904	-0.061062	0.63706	0.9451	0.95131	1	0.14734	0.52992	0.45941	0.90118	0.59617	1	0.53948	1.8972	0.2653	0.78745	0.057802	0.20344	0.62877	2.2191	0.23527	0.76115	0.026483	0.10155
Phatr3_J51407	7	-0.042779	-0.21181	0.40699	0.90342	0.83225	1	-0.14971	-0.93323	0.096874	0.71308	0.3507	1	-0.3925	-2.3754	0.042645	0.52436	0.01753	0.16685	-0.50253	-3.0609	0.021832	0.40622	0.0022068	0.048713
Phatr3_J2845	7	-0.030581	-0.14409	0.53007	0.92159	0.88543	1	0.084977	0.50423	0.78539	0.96617	0.6141	1	-0.1334	-0.77032	0.21618	0.74642	0.44111	0.60231	-0.046741	-0.27148	0.28529	0.78918	0.78602	0.8591
Phatr3_EG01706	7	0.051636	0.23651	0.51162	0.91589	0.81304	1	0.020885	0.12125	0.81486	0.97329	0.90349	1	0.27368	1.5553	0.90655	0.98717	0.11988	0.27354	0.21144	1.2052	0.78653	0.96067	0.22811	0.35498
Phatr3_J42507	7	-0.087061	-0.42027	0.11633	0.74063	0.67429	1	0.09673	0.5787	0.71747	0.95489	0.56279	1	0.39331	2.2896	0.58027	0.91227	0.022047	0.17195	0.3854	2.2467	0.75736	0.9556	0.024658	0.098845
Phatr3_EG02249	7	0.02478	0.14054	0.80189	0.97803	0.88824	1	-0.05432	-0.3893	0.39706	0.87651	0.69705	1	0.059088	0.41139	0.53614	0.89789	0.68079	0.79704	0.18182	1.2732	0.71463	0.94303	0.20294	0.32739
Phatr3_J41254	7	-0.039089	-0.18412	0.4435	0.9071	0.85392	1	-0.11384	-0.66391	0.17795	0.77826	0.50675	1	0.061249	0.34186	0.54131	0.89979	0.73245	0.83407	-0.021353	-0.11929	0.32006	0.8099	0.90505	0.94296
Phatr3_J48066	7	0.028444	0.17641	0.75918	0.96872	0.85997	1	0.081383	0.63653	0.8068	0.97142	0.52443	1	-0.055705	-0.42181	0.32172	0.82224	0.67316	0.79144	0.11221	0.85503	0.55807	0.90133	0.39253	0.52402
Phatr3_J41845	7	-0.19116	-0.6825	0.0010197	0.099281	0.49492	1	0.17779	0.74074	0.33454	0.85301	0.45885	1	0.55499	2.1451	0.23992	0.76534	0.031943	0.18086	0.61574	2.3758	0.25517	0.77288	0.017512	0.088068
Phatr3_J45141	7	-0.059441	-0.22877	0.26922	0.85658	0.81904	1	0.029142	0.14223	0.86692	0.9839	0.8869	1	0.13555	0.64585	0.71622	0.94551	0.51838	0.66809	0.32522	1.5594	0.91889	0.98977	0.11889	0.22785
Phatr3_J39615	7	0.036379	0.1627	0.66825	0.94903	0.87075	1	-0.070617	-0.39137	0.32439	0.84821	0.69552	1	0.27865	1.4773	0.89221	0.98337	0.13961	0.2953	0.2115	1.1183	0.78661	0.96067	0.26343	0.3941
Phatr3_J40822	7	-0.056512	-0.29563	0.29107	0.86741	0.76751	1	-0.025874	-0.1685	0.54027	0.9246	0.86619	1	-0.31368	-1.9418	0.073738	0.59367	0.052165	0.19919	-0.45955	-2.8435	0.029254	0.44136	0.0044621	0.062512
Phatr3_EG01622	7	-0.060035	-0.25036	0.26479	0.85352	0.80231	1	0.085958	0.43653	0.77996	0.96503	0.66245	1	0.23097	1.0917	0.97213	0.99436	0.27498	0.44092	0.16479	0.77092	0.67362	0.9297	0.44075	0.57001
Phatr3_J49236	7	0.011331	0.056806	0.96536	0.996	0.9547	1	0.014474	0.092498	0.77477	0.96406	0.9263	1	0.26699	1.6762	0.92506	0.98809	0.093692	0.24448	0.32422	2.0454	0.9216	0.99004	0.040819	0.12261
Phatr3_J47038	7	0.047404	0.25164	0.55259	0.92944	0.80132	1	-0.090704	-0.60092	0.24911	0.80835	0.54789	1	0.028046	0.17607	0.47014	0.88105	0.86024	0.92221	0.1626	1.0266	0.66861	0.92839	0.3046	0.43711
Phatr3_EG02376	7	-0.05294	-0.28126	0.31887	0.875	0.77851	1	-0.066841	-0.44775	0.34106	0.85301	0.65433	1	-0.14604	-0.94486	0.20184	0.74077	0.34473	0.51283	-0.15344	-0.99751	0.17048	0.70508	0.31852	0.45189
Phatr3_J35048	7	-0.047738	-0.18682	0.36324	0.89088	0.8518	1	-0.12185	-0.56557	0.15624	0.75901	0.57168	1	0.1832	0.79061	0.84178	0.97651	0.42917	0.59171	0.52108	2.2838	0.42884	0.85753	0.022383	0.095639
Phatr3_J14260	7	-0.056631	-0.29459	0.29017	0.86638	0.7683	1	-0.11091	-0.741	0.18579	0.78007	0.4587	1	-0.52331	-3.4282	0.015981	0.37344	0.00060753	0.032747	-0.30315	-2.0028	0.075811	0.57468	0.045197	0.12893
Phatr3_J22319	7	0.048031	0.15701	0.54702	0.92675	0.87524	1	0.17508	0.7136	0.34473	0.85333	0.47547	1	0.43794	1.7466	0.47053	0.88105	0.08071	0.22958	0.49701	1.9885	0.48238	0.87216	0.046754	0.13097
Phatr3_EG02195	7	-0.033674	-0.13677	0.49709	0.91506	0.89121	1	-0.010798	-0.052277	0.62574	0.94436	0.95831	1	0.25931	1.1179	0.94726	0.98833	0.26361	0.42845	0.26918	1.1489	0.93395	0.9901	0.25061	0.38006
Phatr3_J33530	7	-0.087076	-0.42645	0.11625	0.74063	0.66978	1	-0.22115	-1.3089	0.022417	0.55041	0.19056	1	0.036394	0.20217	0.48766	0.89052	0.83979	0.90859	0.15376	0.85904	0.64749	0.92347	0.39032	0.52194
Phatr3_EG00373	7	-0.049968	-0.16314	0.34381	0.88326	0.8704	1	0.027402	0.11259	0.85608	0.98173	0.91036	1	0.47527	1.9198	0.38813	0.85322	0.054885	0.20176	0.4932	2.0026	0.49106	0.87383	0.045219	0.12893
Phatr3_J15016	7	-0.13404	-0.56558	0.018606	0.4867	0.57168	1	-0.072994	-0.37124	0.31488	0.84571	0.71046	1	0.35643	1.7034	0.67832	0.93608	0.088489	0.23871	0.55132	2.6568	0.36769	0.83635	0.0078876	0.071235
Phatr3_J47145	7	-0.0048419	-0.023347	0.83071	0.98412	0.98137	1	0.077453	0.47484	0.82976	0.97789	0.6349	1	0.042295	0.25345	0.50045	0.8919	0.79992	0.8824	0.17298	1.0424	0.69281	0.9368	0.29722	0.42974
Phatr3_EG02416	7	-0.08069	-0.41795	0.1429	0.75918	0.67598	1	0.040374	0.26394	0.93865	0.99257	0.79183	1	-0.35874	-2.278	0.054865	0.55898	0.022725	0.17201	-0.39216	-2.5055	0.044634	0.50906	0.012228	0.080179
Phatr3_J43964	7	0.090364	0.29221	0.23288	0.82868	0.77013	1	0.12817	0.49915	0.5508	0.92847	0.61768	1	0.40951	1.5003	0.5401	0.89946	0.13354	0.28832	0.52004	1.9094	0.43118	0.85822	0.056211	0.14351
Phatr3_J47715	7	-0.053975	-0.24863	0.31087	0.87398	0.80365	1	0.10757	0.61448	0.65672	0.94824	0.5389	1	0.27976	1.541	0.8891	0.98311	0.12331	0.27735	0.39021	2.1571	0.74427	0.95244	0.030996	0.1085
Phatr3_EG02364	7	0.004926	0.01563	0.9563	0.996	0.98753	1	0.13558	0.53282	0.51404	0.92084	0.59416	1	0.37886	1.445	0.61742	0.92024	0.14847	0.30541	0.38629	1.4762	0.7553	0.95532	0.13989	0.25506
Phatr3_Jdraft1570	7	0.010292	0.051063	0.97827	0.99614	0.95928	1	-0.24959	-1.5609	0.011167	0.42532	0.11854	1	-0.46807	-2.8321	0.02459	0.42178	0.004625	0.10744	-0.45637	-2.781	0.029706	0.44475	0.0054188	0.066289
Phatr3_J45556	7	-0.021703	-0.1012	0.62773	0.94338	0.91939	1	-0.1219	-0.71111	0.15605	0.75901	0.47702	1	0.40663	2.3109	0.54692	0.90123	0.02084	0.17069	0.36373	2.0736	0.81536	0.9646	0.038115	0.11869
Phatr3_J42439	7	-0.068606	-0.35298	0.20777	0.81182	0.7241	1	-0.060865	-0.39764	0.3675	0.86205	0.6909	1	0.24592	1.5789	0.98539	0.99637	0.11435	0.26767	0.41817	2.7017	0.6734	0.92966	0.006898	0.068659
Phatr3_J49797	7	0.12328	0.24955	0.10873	0.72821	0.80293	1	0.1895	0.48441	0.2932	0.83517	0.62809	1	0.73348	1.84	0.058475	0.56832	0.065764	0.21159	0.74506	1.8682	0.10453	0.6225	0.061729	0.15174
Phatr3_J46782	7	-0.060113	-0.23792	0.26406	0.85292	0.81194	1	0.040878	0.19276	0.94218	0.99257	0.84714	1	0.37324	1.6312	0.63266	0.92352	0.10285	0.25569	0.55511	2.445	0.3602	0.82969	0.014485	0.082511
Phatr3_J44022	7	-0.040551	-0.16567	0.42884	0.9071	0.86842	1	0.03385	0.17305	0.89786	0.9895	0.86261	1	0.093299	0.4632	0.61379	0.9191	0.64322	0.76855	0.2431	1.2147	0.86605	0.97895	0.2245	0.35092
Phatr3_J46935	7	-0.032871	-0.12575	0.50533	0.9154	0.89993	1	-0.266	-1.2444	0.0074724	0.37406	0.21336	1	0.288	1.287	0.86648	0.97762	0.1981	0.359	0.61551	2.7826	0.25543	0.77288	0.0053929	0.066233
Phatr3_J50848	7	0.0069902	0.037621	0.98121	0.99652	0.96999	1	-0.041513	-0.27909	0.45918	0.90118	0.78018	1	-0.055553	-0.36351	0.32202	0.82224	0.71622	0.82306	0.079567	0.52445	0.49124	0.87383	0.59996	0.71326
Phatr3_J1174	7	0.039006	0.17197	0.63868	0.9451	0.86346	1	-0.28531	-1.5746	0.0042461	0.26154	0.11535	1	0.57817	3.1127	0.20525	0.74077	0.0018541	0.067837	0.2753	1.4798	0.95087	0.99343	0.13892	0.2537
Phatr3_J37006	1	-0.11567	-0.24749	0.32737	0.87583	0.80453	1	-0.22352	-0.61771	0.40958	0.8802	0.53677	1	0.64779	1.7792	0.32596	0.8242	0.075203	0.22312	0.11479	0.31719	0.87471	0.98101	0.7511	0.83282
Phatr3_EG02248	7	-0.026379	-0.15685	0.57534	0.93405	0.87536	1	-0.20387	-1.5517	0.033417	0.62696	0.12074	1	-0.2818	-2.1106	0.091174	0.62254	0.034807	0.18347	-0.28826	-2.1755	0.082464	0.58542	0.029589	0.10634
Phatr3_J40676	7	-0.056877	-0.27062	0.28831	0.86406	0.78668	1	0.023967	0.14185	0.8341	0.97832	0.8872	1	0.040547	0.2268	0.49691	0.89139	0.82058	0.89599	0.086167	0.48243	0.50513	0.8826	0.6295	0.73832
Phatr3_J40581	7	-0.11895	-0.50651	0.035707	0.5978	0.6125	1	-0.010931	-0.057031	0.62499	0.94436	0.95452	1	0.23884	1.1923	0.99413	0.99772	0.23315	0.39633	0.15313	0.76377	0.64632	0.92341	0.44501	0.57377
Phatr3_J47357	7	0.096557	0.34847	0.20234	0.80906	0.72749	1	0.16864	0.76879	0.36886	0.86224	0.44202	1	0.18606	0.82829	0.84923	0.97713	0.40751	0.57337	0.28743	1.2848	0.98235	0.99684	0.19885	0.32306
Phatr3_EG00156	7	0.16333	0.32695	0.039936	0.61645	0.74371	1	0.25348	0.63994	0.13011	0.7409	0.52221	1	0.67096	1.6674	0.10125	0.63131	0.095431	0.24708	0.72562	1.8065	0.12081	0.64188	0.070842	0.16378
Phatr3_J47890	7	0.0066185	0.034377	0.97666	0.996	0.97258	1	-0.017672	-0.11452	0.58644	0.93288	0.90883	1	0.16154	1.0011	0.7836	0.9619	0.31677	0.48377	0.22372	1.3897	0.81662	0.96537	0.16462	0.28407
Phatr3_J39425	7	-0.068846	-0.25698	0.2064	0.81148	0.7972	1	-0.15681	-0.68262	0.084303	0.69641	0.49485	1	0.57999	2.2876	0.20291	0.74077	0.022161	0.17201	0.76435	3.0486	0.090288	0.5976	0.0022993	0.049654
Phatr3_J13123	7	-0.032425	-0.1396	0.51011	0.91589	0.88898	1	-0.037313	-0.20188	0.48044	0.90689	0.84001	1	0.12404	0.64974	0.68766	0.93982	0.51586	0.66649	0.31498	1.6612	0.94569	0.99244	0.096665	0.19923
Phatr3_J15666	7	0.083102	0.34812	0.27459	0.85843	0.72775	1	0.04238	0.21788	0.95184	0.99469	0.82752	1	0.24961	1.226	0.97501	0.99485	0.22021	0.38211	0.37098	1.8289	0.79602	0.9618	0.067417	0.15919
Phatr3_J48186	7	0.015823	0.059219	0.91155	0.99272	0.95278	1	-0.093246	-0.43488	0.24025	0.80521	0.66365	1	0.37463	1.6912	0.62919	0.92192	0.090801	0.24119	0.35041	1.5849	0.85159	0.97346	0.113	0.22068
Phatr3_J11145	7	0.019794	0.089356	0.86167	0.98951	0.9288	1	-0.041921	-0.23808	0.4571	0.90118	0.81182	1	0.23993	1.3163	0.99728	0.99886	0.18807	0.34771	0.19854	1.0899	0.75471	0.95532	0.27576	0.40711
Phatr3_EG01331	1	0.055661	0.13224	0.91932	0.99396	0.8948	1	0.044532	0.13739	0.94086	0.99257	0.89072	1	0.33597	1.0327	0.61048	0.9191	0.30173	0.46903	0.073034	0.22527	0.90933	0.98831	0.82177	0.88446
Phatr3_J49342	7	-0.044635	-0.18625	0.38964	0.89602	0.85225	1	-0.26789	-1.4101	0.0071381	0.36652	0.15852	1	-0.51184	-2.6233	0.017586	0.38713	0.0087093	0.13912	-0.80272	-4.1441	0.0023236	0.14709	3.4113e-05	0.0027699
Phatr3_J49367	7	0.015126	0.074923	0.91916	0.99396	0.94028	1	-0.2742	-1.7114	0.0060181	0.32727	0.087007	1	-0.38848	-2.3311	0.043932	0.52854	0.019749	0.16999	-0.46357	-2.7956	0.028368	0.43734	0.0051807	0.065904
Phatr3_J44825	7	-0.063082	-0.32465	0.24346	0.8327	0.74544	1	0.10095	0.64677	0.69371	0.95165	0.51778	1	-0.02279	-0.13953	0.3769	0.84922	0.88903	0.94235	0.16367	1.0086	0.67106	0.92877	0.31316	0.44566
Phatr3_J46351	7	-0.019898	-0.084129	0.64916	0.9468	0.93295	1	0.044044	0.23298	0.96264	0.9967	0.81577	1	0.42566	2.1921	0.50032	0.8919	0.028374	0.1774	0.51198	2.6454	0.44908	0.86531	0.00816	0.072644
Phatr3_J47152	7	-0.046996	-0.21022	0.36946	0.89173	0.8335	1	-0.011872	-0.066764	0.61966	0.94436	0.94677	1	0.12064	0.66039	0.6793	0.93609	0.509	0.66123	0.048068	0.2639	0.43235	0.85938	0.79185	0.8629
Phatr3_J48638	7	-0.033044	-0.15279	0.50353	0.9154	0.87856	1	-0.22978	-1.3536	0.018255	0.51569	0.17585	1	-0.2156	-1.2436	0.13564	0.67141	0.21364	0.3756	-0.45404	-2.6328	0.030274	0.44882	0.0084692	0.073144
Phatr3_J46823	7	-0.071058	-0.28878	0.19278	0.8027	0.77275	1	-0.056078	-0.26893	0.38897	0.87169	0.78798	1	0.061897	0.26564	0.54271	0.89986	0.79051	0.87587	0.30824	1.3424	0.96366	0.99437	0.17946	0.30158
Phatr3_J43047	7	-0.012627	-0.064266	0.73546	0.96378	0.94876	1	-0.079964	-0.51194	0.28778	0.83348	0.60869	1	-0.24314	-1.5037	0.11466	0.6548	0.13265	0.28714	-0.24639	-1.5323	0.104	0.62189	0.12546	0.23628
Phatr3_J35396	7	-0.062955	-0.30715	0.2444	0.83329	0.75873	1	-0.078288	-0.48423	0.29445	0.83637	0.62822	1	-0.59983	-3.6051	0.0089101	0.31976	0.00031202	0.020855	-0.42917	-2.6016	0.035807	0.46915	0.0092792	0.07419
Phatr3_J44656	7	0.029036	0.15281	0.75226	0.96779	0.87855	1	-0.12297	-0.82127	0.15353	0.75864	0.41149	1	-0.47321	-3.0851	0.023721	0.41794	0.0020347	0.070923	-0.48146	-3.1638	0.025159	0.43087	0.0015572	0.040947
Phatr3_J49265	7	-0.06329	-0.3383	0.24209	0.8327	0.73514	1	-0.051596	-0.34012	0.40956	0.8802	0.73376	1	-0.1219	-0.76706	0.22964	0.7554	0.44305	0.60427	-0.065827	-0.41627	0.262	0.77652	0.67721	0.77554
Phatr3_J24547	7	-0.046041	-0.20206	0.37737	0.89283	0.83987	1	-0.044575	-0.24822	0.44385	0.89604	0.80396	1	-0.44262	-2.4015	0.029773	0.45784	0.016327	0.16415	-0.019406	-0.10644	0.32267	0.81003	0.91524	0.94985
Phatr3_J40550	7	0.00024907	0.00091185	0.89642	0.98999	0.99927	1	0.031903	0.14243	0.88512	0.98697	0.88674	1	0.41232	1.7305	0.53287	0.89789	0.083539	0.23252	0.51148	2.1522	0.4503	0.86531	0.031383	0.10904
Phatr3_J12254	7	-0.052146	-0.28686	0.32564	0.87571	0.77422	1	-0.085849	-0.60406	0.26677	0.81982	0.54581	1	0.020495	0.14158	0.45547	0.87295	0.88741	0.94123	0.21333	1.4835	0.79102	0.96069	0.13795	0.25252
Phatr3_J48911	7	-0.054887	-0.2879	0.30364	0.87334	0.77342	1	-0.040688	-0.26805	0.46326	0.90275	0.78866	1	0.20369	1.3108	0.89723	0.98522	0.18994	0.34971	-0.10235	-0.65973	0.21941	0.75142	0.50942	0.63388
Phatr3_J36699	7	0.024198	0.089585	0.80822	0.98085	0.92862	1	0.13139	0.6229	0.53435	0.92271	0.53335	1	0.4551	2.1304	0.43218	0.86827	0.033139	0.18211	0.52294	2.4557	0.42494	0.85665	0.014061	0.082129
Phatr3_EG02657	7	-0.026157	-0.11947	0.57778	0.93405	0.9049	1	-0.036757	-0.21191	0.4831	0.90689	0.83218	1	0.1951	1.1001	0.87416	0.97956	0.27127	0.4371	0.28265	1.6034	0.96986	0.99588	0.10884	0.21509
Phatr3_J17555	7	-0.18625	-0.9105	0.0014042	0.11429	0.36256	1	-0.24594	-1.4829	0.012421	0.45443	0.13809	1	-0.40707	-2.3435	0.038465	0.50556	0.019105	0.16944	-0.34416	-1.9965	0.059161	0.53703	0.045876	0.12968
Phatr3_J45950	7	-0.0049338	-0.020244	0.82972	0.98411	0.98385	1	0.037699	0.1888	0.92225	0.99233	0.85025	1	0.34063	1.6247	0.72034	0.94555	0.10423	0.25701	0.44781	2.1429	0.59941	0.91351	0.032125	0.11037
Phatr3_Jdraft1699	7	0.038081	0.17545	0.64952	0.94685	0.86073	1	0.21349	1.2357	0.22004	0.79656	0.21658	1	-0.025126	-0.14036	0.3729	0.84772	0.88838	0.94183	0.13308	0.74821	0.60154	0.91481	0.45433	0.58267
Phatr3_J46641	7	0.15666	0.29578	0.047225	0.63483	0.7674	1	0.17434	0.40671	0.34729	0.85348	0.68422	1	0.80483	1.8285	0.029472	0.45556	0.067482	0.21319	0.89017	2.0262	0.028485	0.43734	0.042742	0.12516
Phatr3_J47597	7	-0.0031707	-0.012503	0.85266	0.98951	0.99002	1	0.072293	0.35568	0.8619	0.98258	0.72208	1	0.4167	1.9826	0.52198	0.89633	0.047411	0.19409	0.48825	2.3284	0.50227	0.88021	0.019893	0.091787
Phatr3_EG02567	7	-0.079811	-0.46253	0.14746	0.75988	0.6437	1	-0.11955	-0.88394	0.16234	0.76379	0.37673	1	-0.23618	-1.7124	0.11986	0.6601	0.086828	0.23668	-0.37902	-2.7651	0.048178	0.5195	0.0056903	0.066916
Phatr3_EG00862	7	-0.014446	-0.072741	0.71381	0.96208	0.94201	1	-0.059873	-0.37952	0.37203	0.86359	0.7043	1	0.098396	0.60838	0.62653	0.92192	0.54294	0.68869	0.11834	0.73559	0.57065	0.90472	0.46198	0.58936
Phatr3_EG01953	7	-0.13061	-0.6105	0.021782	0.51519	0.54153	1	-0.094172	-0.55579	0.23728	0.80499	0.57836	1	-0.39539	-2.2682	0.041759	0.52192	0.02332	0.17213	-0.4656	-2.6883	0.027984	0.43618	0.0071817	0.06946
Phatr3_J37212	7	0.013485	0.05154	0.93902	0.99412	0.9589	1	0.13108	0.6308	0.53606	0.92302	0.52817	1	0.36495	1.7209	0.65493	0.93018	0.085265	0.23469	0.46313	2.1921	0.56073	0.90133	0.028372	0.10467
Phatr3_J39728	7	0.010016	0.044208	0.98193	0.99652	0.96474	1	-0.049175	-0.26229	0.42105	0.88534	0.7931	1	0.4252	2.1553	0.50162	0.8928	0.031134	0.17984	0.49865	2.5305	0.47882	0.87198	0.01139	0.078115
Phatr3_J5617	7	-0.06804	-0.32424	0.2114	0.81473	0.74575	1	-0.1129	-0.67352	0.18031	0.77859	0.50062	1	-0.74944	-4.286	0.0023738	0.15889	1.8189e-05	0.0032479	-0.6455	-3.7215	0.0079572	0.27123	0.00019803	0.010125
Phatr3_J12238	7	-0.056056	-0.29372	0.29448	0.8698	0.76897	1	0.029702	0.19523	0.87004	0.9839	0.84521	1	0.26762	1.7115	0.923	0.98809	0.086993	0.23672	0.31026	1.9914	0.95879	0.99437	0.046437	0.13054
Phatr3_J43902	7	-0.0063974	-0.03048	0.81157	0.98154	0.97568	1	-0.12308	-0.71834	0.15326	0.75864	0.47255	1	-0.036222	-0.19585	0.35361	0.83837	0.84473	0.91155	0.086011	0.46744	0.50481	0.8826	0.64018	0.7476
Phatr3_J35627	7	-0.025255	-0.094495	0.58808	0.93532	0.92472	1	0.19199	0.87558	0.28499	0.83344	0.38126	1	0.39902	1.7308	0.56586	0.9094	0.083492	0.23247	0.56313	2.4566	0.34569	0.8227	0.014027	0.082129
Phatr3_EG00515	1	-0.65159	-1.0279	0.00058509	0.099281	0.30401	1	0.23926	0.48668	0.53367	0.92257	0.62648	1	-0.72933	-1.4701	0.39617	0.85591	0.14154	0.2976	-1.3662	-2.7824	0.14313	0.6747	0.0053963	0.066233
Phatr3_J47702	7	-0.017963	-0.056822	0.67146	0.95014	0.95469	1	0.21333	0.82352	0.22046	0.79656	0.41021	1	0.42687	1.5784	0.49741	0.89139	0.11448	0.26771	0.47606	1.7607	0.52996	0.89338	0.078281	0.17376
Phatr3_J36381	7	-0.030852	-0.10591	0.5273	0.92087	0.91565	1	0.13258	0.57324	0.52859	0.92181	0.56648	1	0.62119	2.6307	0.1499	0.68368	0.0085212	0.1388	0.63106	2.6747	0.23173	0.75863	0.00748	0.070271
